QuestionOrder,Demo-ResponseID,Condition,Dataset,Task,Response,NormResponse,DatasetOrder,DatasetDuration,DatasetStartTime,TaskOrder,CorrectAnswer,NormCorrectAnswer,RawDifference,AbsDifference,Percentage,LogError,Underestimated,ClustConf,filename,Stats-Q_TotalDuration,Stats-dataset_count,Stats-CompensationCondition,Stats-OperatingSystem,StatsScreenWidth,StatsScreenHeight,Demo-age,Demo-gender,Demo-lang,Demo-educ,Demo-educ_TEXT,Demo-acfield,Demo-acfieldother,Demo-dailytech_Computer,Demo-dailytech_Tablet,Demo-dailytech_SmartPhone,Demo-weeklygaming,Demo-expdataanal,Demo-expdatavis,Demo-expreadnetvis,Demo-expcreatenetvis,NetVisExperience,Attempt,NodeRank,MaxNodeRank,StatsNumPixels,AvgDeg,Density,LargeClust1,Modularity,NumClust,NumHighDegree,NumLinks,NumNodes,NumNodesClust1
6747,R_2dYHyHMcelGnttd,Ord,7,BC,20081.761530136537,1,3,296,1727,7,20081.761530136537,1,0,0,0,0,correct,NA,MTurkFinal,2186,3,NA,Windows NT 6.1,1366,768,40,Female,English,Bachelor’s degree,NA,Psychology,NA,12,10,3,1,A little,A little,None,None,Low,1,1,33,1049088,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6748,R_2dYHyHMcelGnttd,Ord,7,NumHighDegree,20,0.01795142555438226,3,296,1727,8,84,0.08553326293558607,-0.06758183738120381,0.06758183738120381,0.7901234567901235,0.028401176587727655,under,NA,MTurkFinal,2186,3,NA,Windows NT 6.1,1366,768,40,Female,English,Bachelor’s degree,NA,Psychology,NA,12,10,3,1,A little,A little,None,None,Low,NA,NA,NA,1049088,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6749,R_2dYHyHMcelGnttd,Ord,7,NumLinks,250,0.06876790830945559,3,296,1727,9,932,0.2641833810888252,-0.19541547277936963,0.19541547277936963,0.7396963123644251,0.07751887279531333,under,NA,MTurkFinal,2186,3,NA,Windows NT 6.1,1366,768,40,Female,English,Bachelor’s degree,NA,Psychology,NA,12,10,3,1,A little,A little,None,None,Low,NA,NA,NA,1049088,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6798,R_2E66vKkii2jLqm7,Ctrl,5,ClickHighDeg,51,1,1,117,823,1,51,1,0,0,0,0,correct,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,1,1,12,1044480,2.8492791612057666,0.014611546685673556,16.304347826086957,0.635997091678234,12,51,246,184,30
6799,R_2E66vKkii2jLqm7,Ctrl,5,NumHighDegree,17,0.08791208791208792,1,117,823,2,51,0.46153846153846156,-0.37362637362637363,0.37362637362637363,0.8095238095238095,0.13786862068696282,under,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,2.8492791612057666,0.014611546685673556,16.304347826086957,0.635997091678234,12,51,246,184,30
6800,R_2E66vKkii2jLqm7,Ctrl,5,LargeClust1,71,0.6867469879518072,1,117,823,3,16.304347826086957,0.027763226820324782,0.6589837611314824,0.6589837611314824,23.735849056603765,0.21984213497824515,over,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,2.8492791612057666,0.014611546685673556,16.304347826086957,0.635997091678234,12,51,246,184,30
6801,R_2E66vKkii2jLqm7,Ctrl,5,NumLinks,180,0.11823647294589178,1,117,823,4,246,0.1623246492985972,-0.04408817635270541,0.04408817635270541,0.271604938271605,0.01873717767613458,under,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,2.8492791612057666,0.014611546685673556,16.304347826086957,0.635997091678234,12,51,246,184,30
6802,R_2E66vKkii2jLqm7,Ctrl,5,NumClust,3,0.020833333333333332,1,117,823,6,12,0.20833333333333334,-0.1875,0.1875,0.8999999999999999,0.07463361829690418,under,Somewhat doubtful (26-50%),MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,2.8492791612057666,0.014611546685673556,16.304347826086957,0.635997091678234,12,51,246,184,30
6803,R_2E66vKkii2jLqm7,Ctrl,5,NumNodes,84,0.22674418604651161,1,117,823,7,184,0.5174418604651163,-0.2906976744186047,0.2906976744186047,0.5617977528089889,0.11082452754308973,under,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,2.8492791612057666,0.014611546685673556,16.304347826086957,0.635997091678234,12,51,246,184,30
6804,R_2E66vKkii2jLqm7,Ctrl,5,AvgDeg,2,0.006711409395973154,1,117,823,8,2.8492791612057666,0.012411269538293735,-0.005699860142320581,0.005699860142320581,0.45924875974486173,0.002468389733162339,under,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,2.8492791612057666,0.014611546685673556,16.304347826086957,0.635997091678234,12,51,246,184,30
6805,R_2E66vKkii2jLqm7,Ctrl,5,BC,3640.5794359413976,0.27788687287071984,1,117,823,9,12597.314500601013,1,-0.7221131271292802,0.7221131271292802,0.7221131271292802,0.23606167724205646,under,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,3,2,113,1044480,2.8492791612057666,0.014611546685673556,16.304347826086957,0.635997091678234,12,51,246,184,30
6806,R_2E66vKkii2jLqm7,Ctrl,1,ClickHighDeg,25,0.8181818181818182,2,106,940,1,29,1,-0.18181818181818177,0.18181818181818177,0.18181818181818177,0.07255066714861166,under,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,1,3,5,1044480,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
6807,R_2E66vKkii2jLqm7,Ctrl,1,NumNodes,24,0.010135135135135136,2,106,940,2,30,0.02027027027027027,-0.010135135135135136,0.010135135135135136,0.5,0.004379477265491045,under,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
6808,R_2E66vKkii2jLqm7,Ctrl,1,NumLinks,130,0.027764365041042974,2,106,940,3,337,0.07774022211492033,-0.04997585707387736,0.04997585707387736,0.6428571428571429,0.02117931310790215,under,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
6809,R_2E66vKkii2jLqm7,Ctrl,1,BC,69.71428571428572,1,2,106,940,4,69.71428571428572,1,0,0,0,0,correct,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,1,1,4,1044480,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
6810,R_2E66vKkii2jLqm7,Ctrl,1,AvgDeg,6,0.0035778175313059034,2,106,940,5,22.466666666666665,0.03303518187239117,-0.029457364341085267,0.029457364341085267,0.8916967509025271,0.012608364732749762,under,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
6811,R_2E66vKkii2jLqm7,Ctrl,1,LargeClust1,94,0.9354838709677419,2,106,940,7,60,0.5698924731182796,0.36559139784946226,0.36559139784946226,0.6415094339622639,0.13532077240202173,over,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
6812,R_2E66vKkii2jLqm7,Ctrl,1,NumHighDegree,15,0.005050505050505051,2,106,940,8,29,0.01919191919191919,-0.014141414141414139,0.014141414141414139,0.7368421052631579,0.006098518211450654,under,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
6813,R_2E66vKkii2jLqm7,Ctrl,1,NumClust,1,0,2,106,940,9,3,8.99685110211426e-4,-8.99685110211426e-4,8.99685110211426e-4,1,3.9055261795979267e-4,under,Somewhat confident (51-75%),MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
6814,R_2E66vKkii2jLqm7,Ctrl,3,AvgDeg,2,0,3,121,1046,2,4.268656716417911,0.0391147709727226,-0.0391147709727226,0.0391147709727226,1,0.016663518343856785,under,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
6815,R_2E66vKkii2jLqm7,Ctrl,3,NumNodes,35,0.21296296296296297,3,121,1046,3,67,0.5092592592592593,-0.29629629629629634,0.29629629629629634,0.5818181818181819,0.11270428019128832,under,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
6816,R_2E66vKkii2jLqm7,Ctrl,3,NumHighDegree,6,0.043478260869565216,3,121,1046,4,10,0.13043478260869565,-0.08695652173913043,0.08695652173913043,0.6666666666666666,0.03621217265444471,under,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
6817,R_2E66vKkii2jLqm7,Ctrl,3,NumClust,3,0,3,121,1046,5,7,0.016877637130801686,-0.016877637130801686,0.016877637130801686,1,0.007268696564764526,under,Very confident (76-100%),MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
6818,R_2E66vKkii2jLqm7,Ctrl,3,BC,1277,1,3,121,1046,6,1277,1,0,0,0,0,correct,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,3,1,14,1044480,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
6819,R_2E66vKkii2jLqm7,Ctrl,3,NumLinks,68,0.14652956298200515,3,121,1046,7,143,0.3393316195372751,-0.19280205655526994,0.19280205655526994,0.5681818181818182,0.07656837922917314,under,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
6820,R_2E66vKkii2jLqm7,Ctrl,3,LargeClust1,60,0.9636363636363636,3,121,1046,9,19.402985074626866,0.22550881953867027,0.7381275440976933,0.7381275440976933,3.273164861612515,0.24008164188563483,over,NA,MTurkFinal,1321,3,NA,Windows NT 10.0,1360,768,21,Male,English,Bachelor’s degree,NA,Business,NA,12,1,3,30,A little,A little,None,None,Low,NA,NA,NA,1044480,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
6845,R_2EfPhHbPJz8Aelo,Ord,7,NumNodes,309,0.6141414141414141,1,514,314,1,270,0.5353535353535354,0.07878787878787874,0.07878787878787874,0.14716981132075463,0.03293605809498763,over,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6846,R_2EfPhHbPJz8Aelo,Ord,7,ClickHighDeg,84,1,1,514,314,2,84,1,0,0,0,0,correct,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,1,1,21,786432,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6847,R_2EfPhHbPJz8Aelo,Ord,7,NumClust,23,0.08097165991902834,1,514,314,3,10,0.02834008097165992,0.05263157894736842,0.05263157894736842,1.857142857142857,0.022276394711152208,over,Somewhat confident (51-75%),MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6848,R_2EfPhHbPJz8Aelo,Ord,7,LargeClust1,61,0.6438356164383562,1,514,314,4,20,0.0821917808219178,0.5616438356164384,0.5616438356164384,6.833333333333334,0.1935819912160167,over,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6849,R_2EfPhHbPJz8Aelo,Ord,7,AvgDeg,4,0.0013351134846461949,1,514,314,5,6.9037037037037035,0.003273500469762152,-0.001938386985115957,0.001938386985115957,0.5921450151057401,8.410159273422983e-4,under,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6850,R_2EfPhHbPJz8Aelo,Ord,7,NumHighDegree,37,0.03590285110876452,1,514,314,7,84,0.08553326293558607,-0.04963041182682155,0.04963041182682155,0.5802469135802469,0.021036405394039916,under,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6851,R_2EfPhHbPJz8Aelo,Ord,7,NumLinks,1267,0.3601719197707736,1,514,314,8,932,0.2641833810888252,0.0959885386819484,0.0959885386819484,0.3633405639913231,0.039806012530456486,over,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6852,R_2EfPhHbPJz8Aelo,Ord,7,BC,20081.761530136537,1,1,514,314,9,20081.761530136537,1,0,0,0,0,correct,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,1,1,33,786432,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6853,R_2EfPhHbPJz8Aelo,Ord,1,NumClust,15,0.15,2,270,828,2,3,0.03,0.12,0.12,4,0.04921802267018165,over,Somewhat doubtful (26-50%),MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
6854,R_2EfPhHbPJz8Aelo,Ord,1,ClickHighDeg,26,0.25,2,270,828,3,29,1,-0.75,0.75,0.75,0.24303804868629444,under,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,1,2,5,786432,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
6855,R_2EfPhHbPJz8Aelo,Ord,1,NumHighDegree,25,0.025673940949935817,2,270,828,4,29,0.03080872913992298,-0.005134788189987163,0.005134788189987163,0.16666666666666666,0.0022243043853789803,under,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
6856,R_2EfPhHbPJz8Aelo,Ord,1,LargeClust1,19,0.14736842105263157,2,270,828,5,60,0.5789473684210527,-0.43157894736842106,0.43157894736842106,0.7454545454545455,0.15581530308136976,under,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
6857,R_2EfPhHbPJz8Aelo,Ord,1,AvgDeg,25,0.05778894472361809,2,270,828,6,22.466666666666665,0.051423785594639865,0.006365159128978226,0.006365159128978226,0.12377850162866454,0.002755592866742865,over,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
6858,R_2EfPhHbPJz8Aelo,Ord,1,NumNodes,30,0.023162134944612285,2,270,828,7,30,0.023162134944612285,0,0,0,0,correct,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
6859,R_2EfPhHbPJz8Aelo,Ord,1,BC,0,0,2,270,828,8,69.71428571428571,1,-1,1,1,0.3010299956639812,under,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,1,4,4,786432,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
6860,R_2EfPhHbPJz8Aelo,Ord,1,NumLinks,720,0.7185929648241206,2,270,828,9,337,0.3336683417085427,0.3849246231155779,0.3849246231155779,1.1536144578313254,0.14142613682588154,over,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
6861,R_2EfPhHbPJz8Aelo,Ord,8,NumHighDegree,41,0.18877551020408162,3,277,1098,1,49,0.22959183673469388,-0.04081632653061226,0.04081632653061226,0.17777777777777784,0.017374096069422723,under,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,3.632398753894081,0.011351246105919003,17.445482866043612,0.8755667291380431,20,49,583,321,56
6862,R_2EfPhHbPJz8Aelo,Ord,8,ClickHighDeg,49,1,3,277,1098,2,49,1,0,0,0,0,correct,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,1,1,12,786432,3.632398753894081,0.011351246105919003,17.445482866043612,0.8755667291380431,20,49,583,321,56
6863,R_2EfPhHbPJz8Aelo,Ord,8,NumLinks,270,0.3466666666666667,3,277,1098,3,583,0.764,-0.41733333333333333,0.41733333333333333,0.5462478184991274,0.1514720011315967,under,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,3.632398753894081,0.011351246105919003,17.445482866043612,0.8755667291380431,20,49,583,321,56
6864,R_2EfPhHbPJz8Aelo,Ord,8,AvgDeg,2,0.012658227848101266,3,277,1098,4,3.632398753894081,0.03332150321384913,-0.020663275365747864,0.020663275365747864,0.6201183431952664,0.008882488638932812,under,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,3.632398753894081,0.011351246105919003,17.445482866043612,0.8755667291380431,20,49,583,321,56
6865,R_2EfPhHbPJz8Aelo,Ord,8,LargeClust1,19,0.15584415584415584,3,277,1098,5,17.445482866043612,0.13565562163693004,0.0201885342072258,0.0201885342072258,0.14882195049209668,0.008680438232107382,over,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,3.632398753894081,0.011351246105919003,17.445482866043612,0.8755667291380431,20,49,583,321,56
6866,R_2EfPhHbPJz8Aelo,Ord,8,NumClust,42,0.8297872340425532,3,277,1098,6,20,0.3617021276595745,0.4680851063829787,0.4680851063829787,1.2941176470588234,0.16675123280153786,over,Very confident (76-100%),MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,3.632398753894081,0.011351246105919003,17.445482866043612,0.8755667291380431,20,49,583,321,56
6867,R_2EfPhHbPJz8Aelo,Ord,8,NumNodes,180,0.2348993288590604,3,277,1098,7,321,0.42416107382550333,-0.18926174496644294,0.18926174496644294,0.4462025316455696,0.07527744913875789,under,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,NA,NA,NA,786432,3.632398753894081,0.011351246105919003,17.445482866043612,0.8755667291380431,20,49,583,321,56
6868,R_2EfPhHbPJz8Aelo,Ord,8,BC,40976.5,1,3,277,1098,9,40976.5,1,0,0,0,0,correct,NA,MTurkFinal,1454,3,NA,iPad,768,1024,26,Female,English,Bachelor’s degree,NA,Linguistics,NA,0,6,1,0,A little,None,None,None,Low,4,1,76,786432,3.632398753894081,0.011351246105919003,17.445482866043612,0.8755667291380431,20,49,583,321,56
6869,R_2EgD8F4fdmfYgiz,Fru,7,NumHighDegree,1e3,0.16541478884994157,1,210,279,1,84,0.012518778167250876,0.15289601068269068,0.15289601068269068,12.213333333333331,0.06179013641578191,over,NA,MTurkFinal,836,3,NA,Macintosh,1280,800,24,Male,English,Bachelor’s degree,NA,Biology,NA,3,NA,2,0,None,None,None,None,Low,NA,NA,NA,1024000,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6870,R_2EgD8F4fdmfYgiz,Fru,7,NumClust,7,0.013937282229965157,1,210,279,2,10,0.024390243902439025,-0.010452961672473868,0.010452961672473868,0.4285714285714286,0.004516101164963726,under,Very doubtful (0-25%),MTurkFinal,836,3,NA,Macintosh,1280,800,24,Male,English,Bachelor’s degree,NA,Biology,NA,3,NA,2,0,None,None,None,None,Low,NA,NA,NA,1024000,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6871,R_2EgD8F4fdmfYgiz,Fru,7,NumLinks,1e4,1,1,210,279,3,932,0.08864321608040202,0.911356783919598,0.911356783919598,10.281179138321994,0.2813417623165453,over,NA,MTurkFinal,836,3,NA,Macintosh,1280,800,24,Male,English,Bachelor’s degree,NA,Biology,NA,3,NA,2,0,None,None,None,None,Low,NA,NA,NA,1024000,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6872,R_2EgD8F4fdmfYgiz,Fru,7,BC,20081.761530136537,1,1,210,279,4,20081.761530136537,1,0,0,0,0,correct,NA,MTurkFinal,836,3,NA,Macintosh,1280,800,24,Male,English,Bachelor’s degree,NA,Biology,NA,3,NA,2,0,None,None,None,None,Low,1,1,33,1024000,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6873,R_2EgD8F4fdmfYgiz,Fru,7,NumNodes,45,0.025510204081632654,1,210,279,5,270,0.25510204081632654,-0.22959183673469388,0.22959183673469388,0.9,0.08976097121839233,under,NA,MTurkFinal,836,3,NA,Macintosh,1280,800,24,Male,English,Bachelor’s degree,NA,Biology,NA,3,NA,2,0,None,None,None,None,Low,NA,NA,NA,1024000,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6874,R_2EgD8F4fdmfYgiz,Fru,7,ClickHighDeg,20,0,1,210,279,6,84,1,-1,1,1,0.3010299956639812,under,NA,MTurkFinal,836,3,NA,Macintosh,1280,800,24,Male,English,Bachelor’s degree,NA,Biology,NA,3,NA,2,0,None,None,None,None,Low,1,8,21,1024000,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6875,R_2EgD8F4fdmfYgiz,Fru,7,LargeClust1,52,0.5494505494505495,1,210,279,7,20,0.1978021978021978,0.35164835164835173,0.35164835164835173,1.7777777777777783,0.13086371911830436,over,NA,MTurkFinal,836,3,NA,Macintosh,1280,800,24,Male,English,Bachelor’s degree,NA,Biology,NA,3,NA,2,0,None,None,None,None,Low,NA,NA,NA,1024000,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6876,R_2EgD8F4fdmfYgiz,Fru,7,AvgDeg,8,0.012048192771084338,1,210,279,9,6.9037037037037035,0.009846794585750409,0.002201398185333929,0.002201398185333929,0.22356495468277954,9.550042972497858e-4,over,NA,MTurkFinal,836,3,NA,Macintosh,1280,800,24,Male,English,Bachelor’s degree,NA,Biology,NA,3,NA,2,0,None,None,None,None,Low,NA,NA,NA,1024000,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
6877,R_2EgD8F4fdmfYgiz,Fru,1,NumNodes,30,0.574468085106383,2,157,489,1,30,0.574468085106383,0,0,0,0,correct,NA,MTurkFinal,836,3,NA,Macintosh,1280,800,24,Male,English,Bachelor’s degree,NA,Biology,NA,3,NA,2,0,None,None,None,None,Low,NA,NA,NA,1024000,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
